State,County,Collection Date,Date Detected,HPAI Strain,Bird Species,WOAH Classification,Sampling Method,Submitting Agency
Washington,Grant,10/18/2023,10/27/2023,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/12/2023,12/2/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/12/2023,12/2/2023,EA/AM H5N1,Canvasback,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/12/2023,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/12/2023,12/2/2023,EA H5N1,Ring-necked duck,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/13/2023,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/13/2023,12/2/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/13/2023,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/13/2023,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/13/2023,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/13/2023,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
California,Kern,11/4/2023,12/2/2023,EA H5N1,Redhead duck,Wild bird,Hunter harvest,NWDP
California,Kern,11/4/2023,12/2/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
California,Kern,11/4/2023,12/2/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
California,Kern,11/4/2023,12/2/2023,EA H5N1,Cinnamon teal,Wild bird,Hunter harvest,NWDP
California,Kern,11/4/2023,12/2/2023,EA H5,Ring-necked duck,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,11/18/2023,12/2/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,11/18/2023,12/2/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
North Carolina,Hyde,11/25/2023,12/5/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
North Carolina,Hyde,11/25/2023,12/5/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Iowa,Scott,10/25/2023,10/31/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,IA DNR
Minnesota,Aitkin,11/29/2023,12/5/2023,EA H5N1,Swan (unidentified),Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Wisconsin,La Crosse,11/10/2023,12/2/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/10/2023,12/2/2023,EA/AM H5N1,American black duck,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/10/2023,12/2/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/10/2023,12/2/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/10/2023,12/2/2023,EA H5N1 mixed,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/10/2023,12/2/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/11/2023,12/2/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/11/2023,12/2/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/11/2023,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/11/2023,12/2/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/11/2023,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,11/11/2023,12/2/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,11/11/2023,12/2/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,11/11/2023,12/2/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,11/11/2023,12/2/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,11/11/2023,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,11/11/2023,12/2/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,11/11/2023,12/2/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,11/11/2023,12/2/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,11/11/2023,12/2/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,11/11/2023,12/2/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,11/11/2023,12/2/2023,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,11/11/2023,12/2/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,11/11/2023,12/2/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,11/11/2023,12/2/2023,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Colorado,Boulder,11/12/2023,11/21/2023,EA/AM H5N1,Cackling goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Weld,11/11/2023,11/26/2023,EA H5N1,Double-crested cormorant,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Arapahoe,11/16/2023,11/26/2023,EA H5N1,Cackling goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Boulder,11/16/2023,11/26/2023,EA H5N1,Cackling goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Boulder,11/18/2023,11/28/2023,EA/AM H5N1,Cackling goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Larimer,11/8/2023,11/20/2023,EA H5N1,American crow,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Larimer,11/21/2023,12/2/2023,EA/AM H5N1,Cackling goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Larimer,11/26/2023,12/4/2023,EA/AM H5N1,Canada goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Larimer,11/28/2023,12/4/2023,EA H5N1,Canada goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Weld,10/26/2023,11/3/2023,EA/AM H5N1,Great horned owl,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Maryland,Baltimore,3/8/2022,12/2/2023,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Ohio,Greene,,12/2/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Wisconsin,Brown,5/5/2022,12/2/2023,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Wisconsin,Brown,5/8/2022,12/2/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Virginia,Waynesboro,12/15/2022,12/2/2023,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Virginia,Waynesboro,9/16/2022,12/2/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Virginia,Waynesboro,11/12/2022,12/2/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Virginia,Waynesboro,11/12/2022,12/2/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Montana,Lincoln,11/17/2023,12/2/2023,EA H5N1,Trumpeter swan,Wild bird,Morbidity/Mortality,MT FWP
Montana,Lincoln,11/17/2023,12/2/2023,EA H5N1,Trumpeter swan,Wild bird,Morbidity/Mortality,MT FWP
Montana,Lincoln,11/17/2023,12/2/2023,EA/AM H5N1,Trumpeter swan,Wild bird,Morbidity/Mortality,MT FWP
Montana,Cascade,11/18/2023,12/2/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,MT FWP
Nevada,Elko,10/16/2023,11/8/2023,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NV DOW
Maine,York,5/23/2023,12/2/2023,EA H5N5,Herring gull,Wild bird,Morbidity/Mortality,Tufts University
Massachusetts,Essex,8/16/2023,12/2/2023,EA H5N1,Peregrine falcon,Wild bird,Morbidity/Mortality,Tufts University
Washington,Grant,11/15/2023,11/28/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Virginia,Clarke,1/22/2023,11/17/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Ohio,Summit,4/22/2022,11/17/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Washington,King,12/20/2022,11/17/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
California,Sacramento,8/29/2023,11/17/2023,EA H5N1,Golden eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
California,Sacramento,8/18/2023,11/17/2023,EA H5N1,Golden eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Michigan,Ingham,4/30/2023,11/17/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
New Jersey,Union,2/8/2023,11/17/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Missouri,St. Louis,4/27/2023,11/17/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Missouri,St. Louis,1/26/2023,11/17/2023,EA H5N1,Golden eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
North Dakota,Benson,11/2/2023,12/13/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
North Dakota,Benson,11/2/2023,12/13/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
North Dakota,Benson,11/2/2023,12/13/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
North Dakota,Benson,11/2/2023,12/13/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
North Dakota,Benson,11/2/2023,12/13/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Grant,10/25/2023,11/10/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Grant,10/25/2023,11/10/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Grant,10/25/2023,11/10/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Grant,10/25/2023,11/10/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Grant,10/25/2023,11/10/2023,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Grant,10/25/2023,11/10/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Grant,10/25/2023,11/10/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Grant,10/25/2023,11/10/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Grant,10/25/2023,11/10/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Grant,10/25/2023,11/10/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Grant,10/25/2023,11/10/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Grant,10/25/2023,11/10/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Grant,10/25/2023,11/10/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Grant,10/25/2023,11/10/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Grant,10/25/2023,11/10/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
North Carolina,Hyde,11/18/2023,12/13/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
North Carolina,Hyde,11/18/2023,12/13/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Arizona,Mohave,10/28/2023,11/24/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Arizona,Mohave,11/4/2023,11/24/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
California,Yolo,11/22/2023,12/13/2023,EA H5,American wigeon,Wild bird,Hunter harvest,NWDP
Arizona,La Paz,10/23/2023,11/24/2023,EA/AM H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Iowa,Sioux,11/29/2023,12/11/2023,EA H5N1,House sparrow,Wild bird,Agency harvest,APHIS Wildlife Services
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5 mixed,Green-winged teal,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1 mixed,Green-winged teal,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1 mixed,Mallard,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1,Wood duck,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1,Wood duck,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5,Wood duck,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1,Wood duck,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1,Wood duck,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1,Wood duck,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1 mixed,Northern pintail,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1,Redhead duck,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1,Redhead duck,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1 mixed,Northern pintail,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1 mixed,Green-winged teal,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,10/14/2023,12/14/2023,EA H5N1,Wood duck,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/18/2023,12/13/2023,EA/AM H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/18/2023,12/13/2023,EA H5N1 mixed,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/18/2023,12/13/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,11/18/2023,12/13/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Mississippi,Issaquena,11/25/2023,12/13/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Mississippi,Issaquena,11/25/2023,12/13/2023,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Mississippi,Issaquena,11/25/2023,12/13/2023,EA H5,Northern shoveler,Wild bird,Hunter harvest,NWDP
Mississippi,Issaquena,11/25/2023,12/13/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
California,Yolo,11/15/2023,12/13/2023,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
California,Yolo,11/15/2023,12/13/2023,EA H5,Northern shoveler,Wild bird,Hunter harvest,NWDP
California,Yolo,11/15/2023,12/13/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
California,Yolo,11/15/2023,12/13/2023,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
California,Yolo,11/15/2023,12/13/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
California,Kern,11/8/2023,12/13/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Utah,Box Elder,11/22/2023,12/15/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Lake,11/25/2023,12/15/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Lake,11/25/2023,12/15/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Oklahoma,Washington,11/21/2023,12/15/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Oklahoma,Washington,11/21/2023,12/15/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Oklahoma,Washington,11/21/2023,12/15/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Oklahoma,Washington,11/21/2023,12/15/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Oklahoma,Washington,11/21/2023,12/15/2023,EA H5,Northern pintail,Wild bird,Hunter harvest,NWDP
Oklahoma,Washington,11/21/2023,12/15/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Oklahoma,Washington,11/17/2023,12/17/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Fulton,10/29/2023,12/17/2023,EA H5N1,Canvasback,Wild bird,Hunter harvest,NWDP
Illinois,Fulton,10/29/2023,12/17/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Illinois,Fulton,10/29/2023,12/17/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Illinois,Fulton,10/29/2023,12/17/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Iowa,Hancock,11/30/2023,12/17/2023,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Iowa,Hancock,11/30/2023,12/17/2023,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Arkansas,Prairie,11/18/2023,12/17/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Arkansas,Prairie,11/18/2023,12/17/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Arkansas,Prairie,11/22/2023,12/17/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Arkansas,Prairie,11/22/2023,12/17/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Arkansas,Prairie,11/22/2023,12/17/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Arkansas,Prairie,11/22/2023,12/17/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Arkansas,Monroe,11/18/2023,12/18/2023,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Minnesota,Wabasha,11/14/2023,12/17/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Minnesota,Wabasha,11/14/2023,12/17/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Minnesota,Wabasha,11/14/2023,12/17/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Minnesota,Wabasha,11/14/2023,12/17/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Minnesota,Wabasha,11/14/2023,12/17/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Minnesota,Wabasha,11/14/2023,12/17/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Wabasha,11/14/2023,12/17/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Minnesota,Wabasha,11/14/2023,12/17/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Minnesota,Wabasha,11/14/2023,12/17/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Iowa,Cerro Gordo,11/10/2023,12/18/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Iowa,Winnebago,11/11/2023,12/18/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Wabasha,11/14/2023,12/17/2023,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Texas,Nueces,11/26/2023,12/13/2023,EA H5N1,Goose (unidentified),Wild bird,Morbidity/Mortality,Private (non-government) submission
South Dakota,Hand,11/27/2023,12/13/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,SD GFP
South Dakota,Hand,11/27/2023,12/13/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,SD GFP
California,Inyo,11/29/2023,12/13/2023,EA/AM H5N1,Peregrine falcon,Wild bird,Morbidity/Mortality,Private (non-government) submission
California,Marin,11/17/2023,12/13/2023,EA H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Butte,11/14/2023,12/13/2023,EA/AM H5N1,Greater white-fronted goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Butte,11/14/2023,12/13/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Butte,11/14/2023,12/13/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Glenn,11/14/2023,12/13/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,San Mateo,11/21/2023,12/13/2023,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,San Mateo,11/21/2023,12/13/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Stanislaus,11/14/2023,12/13/2023,EA H5N1,American white pelican,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
Colorado,Douglas,11/13/2023,12/2/2023,EA/AM H5N1,Cackling goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Denver,10/7/2023,12/2/2023,EA/AM H5N1,Peregrine falcon,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
California,Marin,11/21/2023,12/13/2023,EA H5N1,Glaucous gull,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
Minnesota,Scott,11/29/2023,12/18/2023,EA/AM H5N1,Red-tailed hawk,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Montana,Gallatin,12/1/2023,12/18/2023,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,MT FWP
Kansas,Saline,11/28/2023,12/18/2023,EA H5N1,Snow goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,11/25/2023,12/19/2023,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,11/25/2023,12/19/2023,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,11/25/2023,12/19/2023,EA H5N1,Ring-necked duck,Wild bird,Hunter harvest,NWDP
Florida,Brevard,11/25/2023,12/19/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,11/25/2023,12/19/2023,EA/AM H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,11/25/2023,12/19/2023,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,11/25/2023,12/19/2023,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,11/25/2023,12/19/2023,EA H5N1,Mottled duck,Wild bird,Hunter harvest,NWDP
Florida,Brevard,11/25/2023,12/19/2023,EA H5N1,Ring-necked duck,Wild bird,Hunter harvest,NWDP
Florida,Brevard,11/25/2023,12/19/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,11/25/2023,12/19/2023,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,11/25/2023,12/19/2023,EA H5N1,Mottled duck,Wild bird,Hunter harvest,NWDP
Florida,Brevard,11/25/2023,12/19/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,11/25/2023,12/19/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,11/25/2023,12/19/2023,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Brevard,11/25/2023,12/19/2023,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Florida,Brevard,11/25/2023,12/19/2023,EA/AM H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Florida,Brevard,11/25/2023,12/19/2023,EA/AM H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Florida,Brevard,11/25/2023,12/19/2023,EA H5N1,Ring-necked duck,Wild bird,Hunter harvest,NWDP
Florida,Brevard,11/25/2023,12/19/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
